"Name","State","Min_Value","Max_Value","Temp_change","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean","rank_temp"
"Wheeler County","Texas","70","99.6","29.6","125","3.6","66.5",2840
"Wichita County","Texas","74.8","103.3","28.5","124","3.9","70.9",2741
"Wilbarger County","Texas","74.8","103.9","29.1","128","4","70.8",2802
"Willacy County","Texas","77.1","97.2","20.1","122","2.3","74.8",518
"Williamson County","Texas","74.6","97.8","23.2","128","3.3","71.3",1772
"Wilson County","Texas","74.5","99.2","24.7","124","2.1","72.4",2239
"Winkler County","Texas","74","99.4","25.4","131","6.7","67.3",2398
"Wise County","Texas","75.6","100","24.4","126","4","71.6",2159
"Wood County","Texas","73","95.4","22.4","116","2.2","70.8",1468
"Yoakum County","Texas","67.3","97.5","30.2","127","3.7","63.6",2903
"Young County","Texas","75","102.1","27.1","129","3.9","71.1",2616
"Zapata County","Texas","77.5","102.4","24.9","126","2.9","74.6",2306
"Zavala County","Texas","76.6","101.4","24.8","129","3.4","73.2",2278
"Beaver County","Utah","57.7","88.2","30.5","125","3.5","54.2",2923
"Box Elder County","Utah","57.3","87.9","30.6","107","2.7","54.6",2931
"Cache County","Utah","52.3","81","28.7","84","1.2","51.1",2764
"Carbon County","Utah","53.4","80.8","27.4","110","2.1","51.3",2645
"Daggett County","Utah","49","77.6","28.6","91","1.3","47.7",2754
"Davis County","Utah","60.8","86.6","25.8","120","3.5","57.3",2464
"Duchesne County","Utah","50","77.4","27.4","103","2.2","47.8",2645
"Emery County","Utah","59.2","87.7","28.5","103","1.9","57.3",2741
"Garfield County","Utah","57.8","83.7","25.9","122","3","54.8",2480
"Grand County","Utah","61.4","88.3","26.9","120","3.9","57.5",2599
"Iron County","Utah","57.2","86.8","29.6","130","4","53.2",2840
"Juab County","Utah","59.3","90.4","31.1","107","2.2","57.1",2967
"Kane County","Utah","61.3","88.4","27.1","124","3.3","58",2616
"Millard County","Utah","60.1","91.5","31.4","121","2.9","57.2",2990
"Morgan County","Utah","53","81","28","109","2.8","50.2",2706
"Piute County","Utah","51.7","78.9","27.2","126","2.9","48.8",2631
"Rich County","Utah","47.6","79.8","32.2","97","1.9","45.7",3034
"Salt Lake County","Utah","60.4","86.6","26.2","119","3.3","57.1",2521
"San Juan County","Utah","62.9","89.6","26.7","125","3.6","59.3",2581
"Sanpete County","Utah","52.3","81.2","28.9","116","2.3","50",2785
"Sevier County","Utah","53","80.3","27.3","100","1.5","51.5",2641
"Summit County","Utah","46.2","74.4","28.2","100","2.2","44",2719
"Tooele County","Utah","60.3","91.3","31.0","95","1.7","58.6",2957
"Uintah County","Utah","55.6","84.6","29.0","117","3","52.6",2794
"Utah County","Utah","55.8","85.5","29.7","122","3.2","52.6",2848
"Wasatch County","Utah","48.9","77.4","28.5","113","2.8","46.1",2741
"Washington County","Utah","66","91.2","25.2","129","4.3","61.7",2363
"Wayne County","Utah","61.3","87.8","26.5","118","3.2","58.1",2552
"Weber County","Utah","55.7","84.2","28.5","109","2.4","53.3",2741
"Addison County","Vermont","56.5","77","20.5","110","3","53.5",666
"Bennington County","Vermont","55","74.1","19.1","122","4.4","50.6",247
"Caledonia County","Vermont","55","74.5","19.5","122","4.1","50.9",327
"Chittenden County","Vermont","58.6","77","18.4","120","3.9","54.7",164
"Essex County","Vermont","54.1","73.2","19.1","120","4","50.1",247
"Franklin County","Vermont","59.1","76","16.9","123","4.5","54.6",81
"Grand Isle County","Vermont","61.9","78.2","16.3","126","4.7","57.2",53
"Lamoille County","Vermont","56.3","74.1","17.8","122","4.4","51.9",125
"Orange County","Vermont","54.7","75.6","20.9","115","3.6","51.1",841
"Orleans County","Vermont","55.6","73.6","18.0","121","4.1","51.5",137
"Rutland County","Vermont","55.1","76.1","21.0","115","3.7","51.4",895
"Washington County","Vermont","55","75","20","118","3.9","51.1",483
"Windham County","Vermont","56.3","75.9","19.6","124","4.6","51.7",357
"Windsor County","Vermont","55.5","76.7","21.2","122","4.5","51",981
"Accomack County","Virginia","66.5","84.9","18.4","38","-0.7","67.2",164
"Albemarle County","Virginia","64.6","87.2","22.6","104","2","62.6",1563
"Alleghany County","Virginia","59.9","82.7","22.8","66","0.5","59.4",1636
"Amelia County","Virginia","66.2","86","19.8","98","1.7","64.5",422
"Amherst County","Virginia","64","84.7","20.7","101","1.8","62.2",753
"Appomattox County","Virginia","65.2","84.9","19.7","103","1.9","63.3",381
"Arlington County","Virginia","66.8","86.7","19.9","99","2.3","64.5",463
"Augusta County","Virginia","60.8","84.4","23.6","96","1.4","59.4",1908
"Bath County","Virginia","58.7","82.4","23.7","71","0.4","58.3",1935
"Bedford County","Virginia","64.2","85.5","21.3","88","1.4","62.8",1019
"Bland County","Virginia","56.1","80.5","24.4","29","-1.1","57.2",2159
"Botetourt County","Virginia","62.7","84.6","21.9","84","1.1","61.6",1254
"Brunswick County","Virginia","66.6","86.6","20.0","102","2.1","64.5",488
"Buchanan County","Virginia","59.4","83.4","24.0","26","-1.5","60.9",2040
"Buckingham County","Virginia","65.7","86.6","20.9","105","2.2","63.5",841
"Campbell County","Virginia","64.5","85.7","21.2","90","1.3","63.2",981
"Caroline County","Virginia","66","87","21","106","2.2","63.8",891
"Carroll County","Virginia","59.2","80.8","21.6","80","0.9","58.3",1132
"Charles City County","Virginia","68.4","86.6","18.2","82","1.1","67.3",145
"Charlotte County","Virginia","65.5","85.4","19.9","96","1.6","63.9",463
"Chesterfield County","Virginia","66.7","86.5","19.8","89","1.2","65.5",422
"Clarke County","Virginia","61.8","85.5","23.7","81","1.1","60.7",1935
"Craig County","Virginia","60.3","82.7","22.4","83","1.1","59.2",1468
"Culpeper County","Virginia","64.7","88.1","23.4","109","2.7","62",1835
"Cumberland County","Virginia","65.8","87.2","21.4","104","1.9","63.9",1069
"Dickenson County","Virginia","59.1","82.5","23.4","25","-1.7","60.8",1835
"Dinwiddie County","Virginia","66.7","86.4","19.7","93","1.6","65.1",381
"Essex County","Virginia","66.5","86.2","19.7","90","1.4","65.1",381
"Fairfax County","Virginia","66.3","86.6","20.3","103","2.4","63.9",588
"Fauquier County","Virginia","64","86.3","22.3","100","2.2","61.8",1423
"Floyd County","Virginia","59.2","79.2","20.0","85","1","58.2",488
"Fluvanna County","Virginia","65.3","88.6","23.3","104","2.1","63.2",1807
"Franklin County","Virginia","63.3","84.8","21.5","92","1.4","61.9",1103
"Frederick County","Virginia","60.3","85.6","25.3","80","0.9","59.4",2380
"Giles County","Virginia","58.4","82.3","23.9","56","0","58.4",2004
"Gloucester County","Virginia","67.9","86.4","18.5","79","0.9","67",173
"Goochland County","Virginia","65.3","87.9","22.6","97","1.5","63.8",1563
"Grayson County","Virginia","56.7","78.9","22.2","73","0.6","56.1",1377
"Greene County","Virginia","63","86","23","100","2","61",1701
"Greensville County","Virginia","66.8","87","20.2","97","1.9","64.9",555
"Halifax County","Virginia","65.3","86.2","20.9","89","1.2","64.1",841
"Hanover County","Virginia","65.8","87.3","21.5","87","1.4","64.4",1103
"Henrico County","Virginia","66.8","87.1","20.3","84","1.2","65.6",588
"Henry County","Virginia","64.2","85.9","21.7","90","1.3","62.9",1180
"Highland County","Virginia","56.3","81.1","24.8","75","0.8","55.5",2278
"Isle of Wight County","Virginia","67.5","86.6","19.1","73","0.7","66.8",247
"James City County","Virginia","68.2","86.6","18.4","82","1","67.2",164
"King and Queen County","Virginia","66.5","86.6","20.1","90","1.5","65",518
"King George County","Virginia","67.8","87.1","19.3","111","3","64.8",285
"King William County","Virginia","66.5","87","20.5","92","1.6","64.9",666
"Lancaster County","Virginia","67.1","85.7","18.6","78","0.9","66.3",184
"Lee County","Virginia","61","85.1","24.1","36","-1","62",2076
"Loudoun County","Virginia","64","85.8","21.8","97","1.9","62.1",1221
"Louisa County","Virginia","64.6","88.1","23.5","97","1.9","62.7",1879
"Lunenburg County","Virginia","66.4","85.3","18.9","108","2.1","64.3",218
"Madison County","Virginia","62.9","86.4","23.5","103","2.3","60.6",1879
"Mathews County","Virginia","68","86","18","72","0.5","67.5",136
"Mecklenburg County","Virginia","66.8","86.3","19.5","112","2.4","64.4",327
"Middlesex County","Virginia","67.4","85.9","18.5","85","0.9","66.5",173
"Montgomery County","Virginia","60.4","83","22.6","84","1.2","59.2",1563
"Nelson County","Virginia","64","85.2","21.2","105","2.1","61.9",981
"New Kent County","Virginia","67.1","86.9","19.8","87","1.3","65.8",422
"Northampton County","Virginia","68","84.9","16.9","50","-0.1","68.1",81
"Northumberland County","Virginia","66.6","86.1","19.5","76","0.7","65.9",327
"Nottoway County","Virginia","66.3","85.6","19.3","100","1.9","64.4",285
"Orange County","Virginia","64.9","88.2","23.3","107","2.5","62.4",1807
"Page County","Virginia","60.7","85.3","24.6","97","2","58.7",2219
"Patrick County","Virginia","62.1","83.6","21.5","83","1","61.1",1103
"Pittsylvania County","Virginia","64.3","86","21.7","79","0.7","63.6",1180
"Powhatan County","Virginia","65.8","87","21.2","98","1.5","64.3",981
"Prince Edward County","Virginia","65.9","85.2","19.3","101","1.9","64",285
"Prince George County","Virginia","67.9","86.5","18.6","84","1","66.9",184
"Prince William County","Virginia","66.2","87.2","21.0","107","2.7","63.5",895
"Pulaski County","Virginia","59.2","83.2","24.0","72","0.5","58.7",2040
"Rappahannock County","Virginia","62","85.6","23.6","94","2.1","59.9",1908
"Richmond County","Virginia","66.3","85.8","19.5","79","0.9","65.4",327
"Roanoke County","Virginia","62.7","84.5","21.8","90","1.6","61.2",1221
"Rockbridge County","Virginia","61.9","84.1","22.2","83","1","60.9",1377
"Rockingham County","Virginia","60","85","25","93","1.4","58.6",2322
"Russell County","Virginia","58.6","82.4","23.8","29","-1.1","59.7",1967
"Scott County","Virginia","61.2","84.2","23.0","36","-0.9","62.1",1707
"Shenandoah County","Virginia","60.1","86.1","26.0","91","1.7","58.4",2494
"Smyth County","Virginia","56.4","81.6","25.2","35","-0.7","57.1",2363
"Southampton County","Virginia","66.7","87.1","20.4","87","1.4","65.3",622
"Spotsylvania County","Virginia","65.5","87.5","22.0","114","3","62.5",1301
"Stafford County","Virginia","67","87.6","20.6","119","3.6","63.4",707
"Surry County","Virginia","67.8","86.7","18.9","79","1","66.8",218
"Sussex County","Virginia","67","87.1","20.1","89","1.6","65.4",518
"Tazewell County","Virginia","56","80.2","24.2","23","-1.4","57.4",2101
"Warren County","Virginia","61.3","85","23.7","88","1.6","59.7",1935
"Washington County","Virginia","59.2","83.9","24.7","37","-0.5","59.7",2239
"Westmoreland County","Virginia","67.2","86.3","19.1","91","1.5","65.7",247
"Wise County","Virginia","58.7","80.6","21.9","26","-1.6","60.3",1254
"Wythe County","Virginia","57.4","81.9","24.5","50","0","57.4",2189
"York County","Virginia","68.5","86.5","18.0","77","0.8","67.7",137
"Alexandria City","Virginia","67.6","87.3","19.7","101","2.5","65.1",381
"Bristol City","Virginia","61.2","85.5","24.3","51","-0.2","61.4",2131
"Buena Vista City","Virginia","63.2","85.7","22.5","86","1.1","62.1",1520
"Charlottesville City","Virginia","65.2","87.8","22.6","103","2","63.2",1563
"Chesapeake City","Virginia","68","86.5","18.5","81","1","67",173
"Colonial Heights City","Virginia","67.5","86.5","19.0","86","0.9","66.6",228
"Covington City","Virginia","61.4","85.1","23.7","70","0.6","60.8",1935
"Danville City","Virginia","65.2","86.9","21.7","71","0.4","64.8",1180
"Emporia City","Virginia","66.9","87.3","20.4","97","1.9","65",622
"Fairfax City","Virginia","66","86","20","103","2.3","63.7",483
"Falls Church City","Virginia","66.2","85.8","19.6","100","2.2","64",357
"Franklin City","Virginia","66.6","87.1","20.5","83","1.1","65.5",666
"Fredericksburg City","Virginia","66.9","87.9","21.0","122","3.8","63.1",895
"Galax City","Virginia","58.9","80.7","21.8","80","0.9","58",1221
"Hampton City","Virginia","69.2","86.2","17.0","68","0.5","68.7",90
"Harrisonburg City","Virginia","61","86.3","25.3","93","1.3","59.7",2380
"Hopewell City","Virginia","68.3","86.1","17.8","83","0.8","67.5",125
"Lynchburg City","Virginia","64.7","85.8","21.1","97","1.7","63",933
"Manassas City","Virginia","66.1","87.4","21.3","105","2.6","63.5",1019
"Manassas Park City","Virginia","66.2","87","20.8","105","2.6","63.6",801
"Martinsville City","Virginia","64.3","86.2","21.9","93","1.5","62.8",1254
"Newport News City","Virginia","68.9","86.4","17.5","74","0.6","68.3",114
"Norfolk City","Virginia","70.1","86.1","16.0","79","0.9","69.2",40
"Norton City","Virginia","58.8","80.2","21.4","27","-1.5","60.3",1069
"Petersburg City","Virginia","67.3","86.6","19.3","86","1","66.3",285
"Poquoson City","Virginia","69.2","86.2","17.0","68","0.4","68.8",90
"Portsmouth City","Virginia","69.9","86","16.1","74","0.7","69.2",43
"Radford City","Virginia","60","83.8","23.8","76","0.9","59.1",1967
"Richmond City","Virginia","66.7","87","20.3","85","1.2","65.5",588
"Roanoke City","Virginia","64.4","86.5","22.1","91","1.7","62.7",1329
"Salem City","Virginia","64","86.5","22.5","91","1.6","62.4",1520
"Staunton City","Virginia","62.2","86.2","24.0","105","1.8","60.4",2040
"Suffolk City","Virginia","67","86.6","19.6","71","0.7","66.3",357
"Virginia Beach City","Virginia","69.9","85.6","15.7","87","1.2","68.7",30
"Waynesboro City","Virginia","62.8","85.5","22.7","105","1.9","60.9",1608
"Williamsburg City","Virginia","67.6","86.8","19.2","78","0.9","66.7",272
"Winchester City","Virginia","60.8","85.8","25.0","81","0.8","60",2327
"Adams County","Washington","54.6","86.2","31.6","111","3.4","51.2",3004
"Asotin County","Washington","53.3","85.6","32.3","106","3.4","49.9",3038
"Benton County","Washington","58.5","87.7","29.2","108","3.1","55.4",2810
"Chelan County","Washington","51.7","74.7","23.0","115","3.5","48.2",1707
"Clallam County","Washington","52.1","69.2","17.1","126","3.2","48.9",95
"Clark County","Washington","55.4","79.2","23.8","123","3.7","51.7",1967
"Columbia County","Washington","53.7","82.5","28.8","101","2.8","50.9",2777
"Cowlitz County","Washington","52.8","75.9","23.1","116","2.9","49.9",1733
"Douglas County","Washington","56","84.5","28.5","101","2.3","53.7",2741
"Ferry County","Washington","50.3","78.9","28.6","106","3","47.3",2754
"Franklin County","Washington","57.7","87.6","29.9","112","3.7","54",2867
"Garfield County","Washington","54.2","83.6","29.4","107","3.3","50.9",2823
"Grant County","Washington","56.9","86.8","29.9","102","2.1","54.8",2867
"Grays Harbor County","Washington","52.5","73","20.5","124","3","49.5",666
"Island County","Washington","54.9","72.8","17.9","125","3.8","51.1",133
"Jefferson County","Washington","50.5","69.2","18.7","123","3.1","47.4",196
"King County","Washington","53.6","72.3","18.7","122","3.5","50.1",196
"Kitsap County","Washington","55.1","76","20.9","119","3.2","51.9",841
"Kittitas County","Washington","52.3","77.6","25.3","109","2.8","49.5",2380
"Klickitat County","Washington","52.8","82.8","30.0","104","2.4","50.4",2883
"Lewis County","Washington","50.5","74.5","24.0","109","2.4","48.1",2040
"Lincoln County","Washington","51.3","84.3","33.0","101","1.9","49.4",3070
"Mason County","Washington","52.6","73.8","21.2","117","2.7","49.9",981
"Okanogan County","Washington","51.9","76.5","24.6","119","3.6","48.3",2219
"Pacific County","Washington","53.4","73.1","19.7","125","3.8","49.6",381
"Pend Oreille County","Washington","49.9","77.1","27.2","117","3.6","46.3",2631
"Pierce County","Washington","51.3","71.9","20.6","116","2.9","48.4",707
"San Juan County","Washington","55.8","72.7","16.9","131","4.8","51",81
"Skagit County","Washington","52.6","70.8","18.2","125","3.4","49.2",145
"Skamania County","Washington","50.6","72.2","21.6","114","2.9","47.7",1132
"Snohomish County","Washington","53.3","71.1","17.8","123","3.7","49.6",125
"Spokane County","Washington","53.3","83.2","29.9","118","3.7","49.6",2867
"Stevens County","Washington","51.7","81.8","30.1","103","2.9","48.8",2893
"Thurston County","Washington","53.3","77.2","23.9","114","2.6","50.7",2004
"Wahkiakum County","Washington","52.8","73.3","20.5","117","3.3","49.5",666
"Walla Walla County","Washington","57.6","87.8","30.2","102","2.6","55",2903
"Whatcom County","Washington","51.6","69.8","18.2","124","3.8","47.8",145
"Whitman County","Washington","53.9","85.5","31.6","114","3.7","50.2",3004
"Yakima County","Washington","51.4","79.5","28.1","103","2.6","48.8",2712
"Barbour County","West Virginia","59.4","85","25.6","80","1","58.4",2429
"Berkeley County","West Virginia","61","85.8","24.8","79","0.9","60.1",2278
"Boone County","West Virginia","61.3","87.1","25.8","34","-0.9","62.2",2464
"Braxton County","West Virginia","61.3","87","25.7","80","0.9","60.4",2449
"Brooke County","West Virginia","61.1","84.8","23.7","93","1.8","59.3",1935
"Cabell County","West Virginia","63.1","89.2","26.1","76","0.6","62.5",2508
"Calhoun County","West Virginia","60.6","88","27.4","65","0.4","60.2",2645
"Clay County","West Virginia","61.4","87.1","25.7","63","0.2","61.2",2449
"Doddridge County","West Virginia","60.2","86.7","26.5","75","0.9","59.3",2552
"Fayette County","West Virginia","59.6","82.7","23.1","58","-0.1","59.7",1733
"Gilmer County","West Virginia","60.9","87.7","26.8","78","0.8","60.1",2590
"Grant County","West Virginia","57.4","83.8","26.4","80","1.2","56.2",2539
"Greenbrier County","West Virginia","56.9","80.4","23.5","56","0","56.9",1879
"Hampshire County","West Virginia","59.3","85.8","26.5","82","1","58.3",2552
"Hancock County","West Virginia","60.5","82.7","22.2","91","1.7","58.8",1377
"Hardy County","West Virginia","58.4","84.5","26.1","81","1.2","57.2",2508
"Harrison County","West Virginia","60.1","86.2","26.1","71","0.6","59.5",2508
"Jackson County","West Virginia","61.7","89.4","27.7","69","0.5","61.2",2675
